Name,category,country,num_episodes,aired,orginal_network,duration,watchers,director,screenwriter,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url
White War,Drama,Hong Kong,30,2020,iQiyi Tencent Video ViuTV Youku,45 min.,390,Chen Guo Hua,,7.9,107,"Bosco Wong,Ron Ng,Kenny Kwan,Chrissie Chau,Zhang Ya Zhuo,Karena Ng","Action,Thriller,Mystery,Crime "," Investigation,Detective,Suspense,Triad,Undercover Agent,Drug Smuggling,Police Department,Mafia  ","Ching Tin, ??Wai Chun Hin, and Hui Sau Ping grew up like brothers, and the three loyal friends join the HK Police Force together, specializing in anti-narcotics cases. While they were meant to reunite after busting a large-scale drug ring, Ching Tin and Sau Ping discover that Chun Hin, who had gone undercover, has returned a changed person. Sau Ping gets framed by a gang, pushing him to join hands with the corrupted Chun Hin out of resentment. The drug war in South East Asia intensifies as a new generation of drug lords gain power and Chun Hin clashes with Thai drug lords. The three friends find themselves in two different worlds and their brotherhood is put to test in the face of greed and corruption.",https://i.mydramalist.com/vzgJq_4c.jpg?v=1
Garo: Makai Senki,Drama,Japan,24,2012,TV Tokyo,25 min.,727,Amemiya Keita,"Kobayashi Yasuko,  Era Itaru",7.9,330,"Fujita Rei,Kageyama Hironobu,Konishi Ryosei,Hijii Mika,Matsuyama Mary,Yamamoto Shouma","Action,Tokusatsu,Horror,Fantasy "," Superhero,Sword-fight,Nudity,Supernatural,Friendship,Suspense  ","Garo: Makai Senki is a Japanese tokusatsu television series serving as a sequel to Garo, airing on TV Tokyo.

Ryosei Konishi, Mika Hijii, Ray Fujita, Yasue Sato, Hironobu Kageyama, and Yukijir? Hotaru reprise their roles from the original television series. Shouma Yamamoto reprises his role from the Beast of the Midnight Sun special. Mary Matsuyama and Masahiro Kuranuki reprise their roles from the Red Requiem film. Newcomers to the series include Ozuno Nakamura and Yuriko Hishimi.",https://i.mydramalist.com/9y6qnc.jpg?v=1
Dr. Koto Shinryojo,Drama,Japan,11,2003,Fuji TV,45 min.,408,Nakae Isamu,Yoshida Noriko,7.9,160,"Yoshioka Hidetaka,Shibasaki Ko,Tokito Saburo,Kakei Toshio,Omori Nao,Izumiya Shigeru","Drama,Medical "," Strong Female Lead,Adapted From A Manga  ","After making a serious mistake in his work in Tokyo, talented surgeon Goto Kensuke is invited to take charge of the only clinic on the small island of Yonaguni, Okinawa. It is difficult to get competent doctors to serve on this remote island, and the islanders are now used to traveling for hours via boat for proper medical care. Despite seeming weak and unreliable (he gets very seasick and does not have a driving license), he wins over the skeptical islanders with his skill and dedication. Some children of the island make a flag for his clinic but get his name wrong. Thereafter he is known by all as Koto.",https://i.mydramalist.com/Lp6mDc.jpg?v=1
Perfect Youth,Drama,China,36,2018,CCTV iQiyi Youku,45 min.,62,Ju Xing Mao,"Guo Jing Yu,  Yang Yong",7.9,4,"Liu Zhi Yang,He Yu Hong,Steven Zhang,Ma He,An Ze Hao,Sun Zhong Qiu","Romance,Youth,Drama "," 1960s,Inspired By Real Events  ","A story revolving around the people who put in half a century of hard work and labor to build a forest in Saihanba.

In the year 1960's, a group of young graduates majoring in forestry from 18 provinces get together to work with a 369 member team for an important project. To lessen the harm brought on by the harsh desert and to establish a source of water, Feng Cheng and Qin Xue Mei become the first generation of tree builders.",https://i.mydramalist.com/ZgJ5jc.jpg?v=1
Madhouse,Drama,China,24,2018,Youku,45 min.,292,Lao Suan,,7.9,32,"Liu Chang,Lu Shan,Mei Ting,Gao Yang,Liu Min Tao,Zhang Yan Yan","Mystery,Horror,Psychological,Sci-Fi "," Secret,Web Series,Investigation,Supernatural,Drama,Suspense  ","Meng Nan just returned from oversea in search of a patient, which led him to an isolated mental institution.  As he interns there along with Mu Si Fan, they start to find out about secrets of people.",https://i.mydramalist.com/13B6dc.jpg?v=1
HiGH&LOW THE WORST EPISODE.0,Drama,Japan,6,2019,NTV,,623,"Hiranuma Norihisa,  Masumoto Shoichiro",,7.9,249,"Kawamura Kazuma,Yoshino Hokuto,Maeda Goki,Yamada Yuki,Suzuki Takahide,Ryu","Action,Comedy,School,Youth "," Delinquent,High School,Gang,Bromance,Friendship  ","The story tells what happened at the Oya Institute after the fight in the containers of the High & Low movie.

Fujio and Tsukasa were students from Oya High School, but Fujio had to move to a school in the countryside where his grandfather lives to take care of him. While in the institute new students will try to take control.",https://i.mydramalist.com/12Yy6_4c.jpg?v=1
Magkaribal,Drama,Philippines,94,2010,ABS-CBN,,45,Mae Cruz-Alviar,,7.9,25,"Bea Alonzo,Angel Aquino,Gretchen Barretto,Irma Adlawan,Raquel Monteza,Christian Vasquez","Romance,Family,Melodrama ", Fashion  ,"Two girls are forced to grow up on their own after their father leaves their mother for his mistress and their mother dies in a car accident. 

Anna Abella then believes her younger sister, Angela died in a fire but she was actually kidnapped. Devastated over losing her sister, Anna is adopted and renamed Victoria Valero. She was then sent abroad to study fashion design and became a supermodel. 

Angela was adopted by a couple who lives in the textile district of Manila and renamed Gelai Agustin. Determined to pursue both her and her sister혪s dreams of going into fashion design, Gelai becomes a junior designer at Vera Couture, the company of Vera Cruz, her father혪s mistress.  

Can Victoria and Gelai discover their blood ties and heal their past wounds?",https://i.mydramalist.com/gZZ4qc.jpg?v=1
My Daughter's Just Like Me,Drama,South Korea,6,2019,,6 min.,38,Go Nak Gyun,,7.9,5,Sung Nam,"Drama,Family "," Single Mother,Mother-Daughter Relationship,Web Series  ",,https://i.mydramalist.com/kqL6v_4c.jpg?v=1
Emergency Room 24 Hours 3,Drama,Japan,11,2005,Fuji TV,45 min.,152,"Mizuta Naruhide,  Nishitani Hiroshi,  Wakamatsu Setsuro",Fukuda Yasushi,7.9,42,"Eguchi Yosuke,Matsushima Nanako,Kyono Kotomi,Nakamura Toru,Koichi Mantaro,Kagawa Teruyuki ",Medical ,  ,"A major earthquake occurs immediately below Tokyo. This series depicts the members of the emergency room staff, confronting life head on as they give people hope and courage. This popular TV drama series depicts the members of an emergency room team continuing a daily battle to save the lives of people threatened with death. This third group of installments tackles a major theme for lifesaving operations, namely, emergency medical operations in case of a major disaster. The result is human drama on a grand scale.Dr. Issei Shindo, a member of the International Association of Physicians for Humanitarian Assistance, returns from abroad for a short stay in Japan. Dr. Kaede Kojima, who was formerly active as a research physician under Shindo, has now developed into an outstanding emergency room doctor. Meeting Shindo by chance, Kaede announces to him that she will give up her job in the emergency room. Shindo promises her that, before leaving Japan, he will visit her at the hospital and listen to her story. It is when Shindo is on his way by taxi to the hospital where Kaede is working that a major earthquake occurs directly below Tokyo.",https://i.mydramalist.com/aDkgDc.jpg?v=1
The Last Cop 2,Drama,Japan,10,2016,NTV,45 min.,441,"Inomata Ryuichi,  Akashi Hiroto",,7.9,109,"Kubota Masataka,Karasawa Toshiaki,Sasaki Nozomi,Fujiki Naohito,Takeuchi Ryoma,Sakurai Hinako","Mystery,Comedy,Crime "," Remake,Investigation,Detective  ","In June 2015, Kyogoku suddenly woke up after being in a coma for 30 years due to an accident during an investigation. It has been a year since he and the young detective, Mochizuki Ryota of Yokohama Chuo Police Precinct, drove the violent criminal called Kagura as well as the organisation Kyogoku was pursuing 30 years ago to destruction and closed this chapter from the past. Kyogoku and Ryota are still living together in the same place. Although Ryota and Yui have been dating for close to a year, Kyogoku stubbornly refuses to approve their relationship. In this one year, Kyogoku and Ryota have led the police in solving numerous heinous crimes. Ryota has also undergone an unbelievable transformation from a year ago. The investigation methods of the two of them occasionally create trouble. But because their arrest rate and contributions are the highest in the Kanagawa area right now, their maverick, overbearing behaviour is tolerated. They are the 혫stadium jumper and skinny macho혬 pair of the Yokohama Chuo district.",https://i.mydramalist.com/55bz0c.jpg?v=1
"Max, Don't Do This",Drama,China,12,2020,Mango TV,10 min.,87,Tony Tang,,7.9,7,"Dong Zi Ming,Zhang Xin Yi,Lei Hao Xiang,Zhao Yao Xing","Comedy,Romance,Sci-Fi "," Short Length Series,Break Up,Accident,Artificial Intelligence,Robot,Web Series,Nice Male Lead  ","In order to get out of the shadow of broken love, Gao Xiao Xiao ordered an emotional escort robot boyfriend online, but was unexpectedly moved by her brother ordinary accident. The awakened robot MAX regards Xiao Xiao as his ""master"", and takes care of her without dead ends, making it inevitable to avoid the ordinary. In order to get rid of Max, Zha Li thought of countless ways, but all failed. The seemingly innocent robot was discovered by the brothers and sisters in an accident.",https://i.mydramalist.com/0QXO4_4c.jpg?v=1
Help Me Khun Pee Chuay Duay,Drama,Thailand,16,2021,Channel 3,1 hr. 30 min.,202,Fuse Kittisak Cheewasatjasakun,,7.9,34,"Ter Chantavit Dhanasevi,Diana Flipo,Pariit Thimthong,Prang Kannarun Wongkajornklai,Ou Smithi Likhitmaskul,Mac Wiranakarn Wattanakun","Comedy,Romance,Family,Supernatural "," Ghost Male Lead,Ghost,Ghost-seeing Female Lead,Spirit,Famous Female Lead,Spirit Possession,Successful Female Lead,Engagement,Ex-Boyfriend Comes Back,Strong Female Lead  ","Muthita, an attractively beautiful woman who works as a social influencer, is engaged to Katkhun who is perfectly handsome and wealthy. Accidentally, meeting Arnon, the spirit of a man who has just died, they unintendedly become buddies. He needs to go back to his wife and daughter. Arnon must help other spirits who can't move on, meanwhile, give Muthita advice about and her love, also being her guardian.",https://i.mydramalist.com/eqL7E_4c.jpg?v=1
Zettai Reido 3,Drama,Japan,10,2018,Fuji TV,54 min.,393,"Mitsuno Michio,  Sato Genta,  Sato Yuichi,  Joho Hidenori","Uyama Keisuke,  Koyama Shota",7.9,155,"Sawamura Ikki,Yokoyama Yu,Honda Tsubasa,Ito Atsushi,Hirata Mitsuru,Emoto Tokio",Mystery ," Detective Male Lead,Police Department,Teamwork,Forensic,Crime Solving,Undercover Agent,Police Procedural,Death,Artificial Intelligence,Murder  ","The Japanese government carries out a secret project which entails the collection of all personal information on its citizens. The data is then analyzed to determine who will likely commit serious crimes in the future and also discover details about their future crimes. Detectives go undercover to find out that information.

Norito Izawa is a former elite detective at the security bureau. Due to a case, he was demoted to the documentation section of the general affairs department. Troublemakers at the National Police Agency are normally found in the documentation section. The troublemakers are purposely sent to to the documentation section to carry out the government's secret project.",https://i.mydramalist.com/nE7DLc.jpg?v=1
60 Gohan Taisakushitsu,Drama,Japan,5,2018,WOWOW,50 min.,365,Kumakiri Kazuyoshi,Takada Ryo,7.9,58,"Tachi Hiroshi,Furukawa Yuki,Hoshino Mari,Murakami Jun,Sakai Wakana,Akahori Masaaki","Mystery,Law "," Investigation,Detective,Prosecutor Female Lead,Lawyer Male Lead  ","Arima Eiji, a police detective nearing retirement, who belongs to the Misjudgement Countermeasure Officer has had the experience of arresting the wrong person for a crime he did not commit. As such, when he is tasked to investigate the likelihood of wrong judgments given out to criminals on death row along with young lawyer Sera Shoichi and prosecutor Haruna Misuzu,  Arima takes this on with the intention of repenting for his past mistake. On the other hand, although Sera is suspicious of Arima's actions, he is pushed along by the latter's passion to assist in the re-investigations while Haruna just wants to get back to the prosecutors' office as soon as possible so she has no choice but to obey the orders of her superior to cooperate with Arima and Sera.",https://i.mydramalist.com/ndELBc.jpg?v=1
Specialist,Drama,Japan,10,2016,TV Asahi,47 min.,350,"Shichitaka Go,  Hosokawa Mitsunobu","Tokunaga Yuichi,  Todayama Masashi",7.9,81,"Kusanagi Tsuyoshi,Minami Kaho,Ashina Sei,Natsuna,Hiraoka Yuta,Wada Masato","Thriller,Mystery,Drama "," Investigation,Detective,Suspense,Miniseries  ","10 years ago, Takuma Yoshito (Kusanagi Tsuyoshi) was arrested and prosecuted for attempted murder. He received a 15-year prison sentence, but it was proven that he was wrongfully convicted and he got out of prison with his name cleared. Takuma was reinstated to the Kyoto Prefectural Police. A specialist who understands criminal psychology, all information regarding criminals are imprinted in his memory. This time, he leaves Kyoto and goes to Tokyo where he is assigned to a newly established unit that doesn't even have a name. The devastating death of an important person is the greatest catalyst for his decision to get into the Tokyo Metropolitan Police Department in order to expose a big conspiracy surrounding him.
A young female detective, Maria, begins to work with Yoshito. Her uncle is the Commissioner General of the National Police Agency and she seems to have another secret.",https://i.mydramalist.com/Dv0oqc.jpg?v=1
